Dataset Alias,Dataset Name,Mode,Description,Entity,State,Geographic area,How acquired,Last updated,Record Count,Field Count,Info URL,REST URL,Socrata URL,Download URL
Hawaii Sidewalks and Paths,Existing State Sidewalks and Paths,pedestrian,"This dataset includes sidewalks and paths along the state highway system. This dataset is derived from the HDOT Highways Division’s LiDAR data. It is updated as needed.  Received by the Hawaiʻi Statewide GIS Program from Hawaiʻi DOT, Highways Division September 2022.  Data is provided by the State DOT to the GIS Program periodically or as data is updated.  For more information about the HDOT Pedestrian Master Plan, please visit https://highways.hidot.hawaii.gov/stories/s/Pedestrian-Planning/a6mu-vr5z.   For additional information, please refer to metadata at https://files.hawaii.gov/dbedt/op/gis/data/sidewalks_and_paths.pdf or contact Hawaiʻi Statewide GIS Program, Office of Planning and <removed> Development, State of Hawaiʻi; PO Box 2359, Honolulu, Hi. 96804; (808) 587-2846; email: gis@hawaii.gov; Website: https://planning.hawaii.gov/gis.",Hawaii DOT,HI,Hawaii,Open Data,,2374,13,https://opendata.hawaii.gov/dataset/existing-state-sidewalks-and-paths,https://geodata.hawaii.gov/arcgis/rest/services/Transportation/MapServer/27,,
Kauai Pedestrian Network,Kauai_Pedestrian_Network,pedestrian,,Kauai County,HI,Kauai County,Open Data,2024,3995,5,https://opendata.hawaii.gov/dataset/kauai-pedestrian-network,https://services1.arcgis.com/0DaVqrPt2eyXUS9g/arcgis/rest/services/Kauai_Pedestrian_Network/FeatureServer/1,,
Iowa Trails,Trails,both,Recreational trails in Iowa.,Iowa DOT,IA,Iowa,Open data,2025,3138,36,https://www.arcgis.com/home/item.html?id=7fc99adbd25742bc8762e398270af09e,https://services.arcgis.com/8lRhdTsQyJpO52F1/ArcGIS/rest/services/Trail_View/FeatureServer/0,,
Boise Pathways,Boise Pathways Master Plan,both,"This is a line data set representing existing and proposed pathways that are part of the City of Boise’s planned pathway network. A pathway is defined as any paved path intended for two-way, non-motorized travel such as biking, walking, or other forms of active transportation.  Pathways are off-street facilities and are typically categorized as either shared use paths or sidepaths based on their physical setting. Pathways are a minimum of 10 feet wide (8 feet in constrained corridors where anticipated pathway traffic is low). Boise’s neighborhoods, subdivisions, and parks contain many walking paths that are not considered existing pathways for the purpose of this plan because of their narrow width and inability to accommodate two-way travel. Gaps in the planned pathway network will need to be filled using on-street facilities.  On-street connections will either be sidepaths along arterial roadways or low-stress bikeways on collector/local roads.Developed with the plan’s goals in mind, over 110 pathway projects are proposed in the Boise Pathways Master Plan, making new connections throughout the City, including potential future development areas, and introducing 112 miles of pathway. Combined with Boise’s ~50 miles of existing pathways, the built-out network will string together a total of over 160 miles of pathways. More information can be found at https://www.cityofboise.org/departments/planning-and-development-services/planning-and-zoning/comprehensive-planning/boise-pathways-plan/. The data set was created from analysis completed by consultant Alta Planning & Design for the 2021 Pathways Master Plan. It included a review of existing pathways documented through City of Boise Parks and Recreation. The accuracy is unknown. This data was created by the City of Boise.  This data is updated as needed. It is current to the date of publication.",City of Boise,ID,"Boise, ID",Open data,2025,367,8,https://city-of-boise.opendata.arcgis.com/datasets/boise::pathways-master-plan/about,https://services1.arcgis.com/WHM6qC35aMtyAAlN/arcgis/rest/services/Pathways_Master_Plan/FeatureServer/0,,
Indiana Recreational Trails,AllOpenTrails,both,"<span style=""font-family:&quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size:16px;"">Read-only view of DNR Trails. </span><span style=""font-family:&quot;Avenir Next W01&quot;, &quot;Avenir Next W00&quot;, &quot;Avenir Next&quot;, Avenir, &quot;Helvetica Neue&quot;, sans-serif; font-size:16px;"">This dataset contains polylines and attributes of public, off-road recreation and transportation trails in Indiana. It includes trails managed by federal, state, and local governments, as well as non-government organizations. The dataset was developed for the purpose of aiding outdoor recreation planners and providers and transportation planners, and to disseminate trails information to the public. IT IS NOT INTENDED TO BE USED FOR ON-THE-GROUND NAVIGATION. It includes trails that are open, under development, planned, and potential; please check the STATUS field.</span>",IndianaMap,IN,Indiana,Open data,,5355,44,https://www.indianamap.org/datasets/INMap::off-road-recreational-trails/about,https://gisdata.in.gov/server/rest/services/Hosted/Trails_AGOL_RO/FeatureServer/0,,
Kansas Bike Hwy Volume,Traffic Volume - Highway,bike,,Kansas DOT,KS,Kansas,Open data,,8465,17,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Hwy_Traffic_Volume/MapServer/3,,
Kansas Paved Shoulders,Paved Shoulder > 3 Feet,bike,,Kansas DOT,KS,Kansas,Open data,,2666,17,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Hwy_Traffic_Volume/MapServer/2,,
Kansas Bike Lanes,Bike Lanes,bike,,Kansas DOT,KS,Kansas,Open data,,1658,8,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Lanes/FeatureServer/0,,
Kansas Bike Paths,Bike Paths,bike,,Kansas DOT,KS,Kansas,Open data,,3473,10,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Paths/FeatureServer/0,,
Kansas Bike Routes,Bike Routes,bike,,Kansas DOT,KS,Kansas,Open data,,4905,8,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Routes/FeatureServer/0,,
Kansas Rural Traffic Volume Paved,Traffic Volume - Paved County Road,bike,,Kansas DOT,KS,Kansas,Open data,,5174,17,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Rural_Traffic_Volume/MapServer/0,,
Kansas Rural Traffic Volume Unpaved,Traffic Volume - Unpaved County Road Low Traffic,bike,,Kansas DOT,KS,Kansas,Open data,,5549,17,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Bike_Rural_Traffic_Volume/MapServer/1,,
Kansas Bike Routes USBR System,USBR System,bike,,Kansas DOT,KS,Kansas,Open data,,4,4,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/0,,
Kansas Bike Routes Trans-America Trail,Trans-America Trail,bike,,Kansas DOT,KS,Kansas,Open data,,1,3,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/2,,
Kansas Bike Routes Bike Routes,Bike Routes,bike,,Kansas DOT,KS,Kansas,Open data,,4387,9,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/5,,
Kansas Bike Routes Bike Lanes,Bike Lanes,bike,,Kansas DOT,KS,Kansas,Open data,,1650,9,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/6,,
Kansas Bike Routes Bike Paths,Bike Paths,bike,,Kansas DOT,KS,Kansas,Open data,,3325,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/7,,
Kansas Bike Routes Future Bike Routes,Future Bike Routes,bike,,Kansas DOT,KS,Kansas,Open data,,518,9,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/8,,
Kansas Bike Routes Future Bike Lanes,Future Bike Lanes,bike,,Kansas DOT,KS,Kansas,Open data,,1658,9,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/9,,
Kansas Bike Routes Future Bike Paths,Future Bike Paths,bike,,Kansas DOT,KS,Kansas,Open data,,40,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/10,,
Kansas Bike Routes American Discovery Trail,American Discovery Trail,bike,,Kansas DOT,KS,Kansas,Open data,,1,3,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/11,,
Kansas Bike Routes BAK Routes,BAK Routes,bike,,Kansas DOT,KS,Kansas,Open data,,2,4,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/12,,
Kansas Bike Routes Scenic Byways,Scenic Byways,bike,"This data (Memorial Routes, Bridges, Interchanges) captured from Kansas StatutesArticle 10.—NAMING AND MARKING OF HIGHWAYS AND BRIDGESGIS section gets notified of Scenic Byways resolutions when such resolutions occur.Example of Map: https://www.ksdot.org/Assets/wwwksdotorg/bureaus/burTransPlan/maps/SpecialInterestStateMaps/Memorial.pdfBehaviorsActivity / RulesCalibrateRoute - Stay PutReverseRoute - Stay PutRetireRoute - SnapExtendRoute - Stay PutReassignRoute - SnapRealignRoute - Stay PutRealignOverlap - SnapCartoRealignRoute - Honor Route MeasureItem 17: Route_Number (Route Number) Description: The signed route number.Use:Used along with route signing and route qualifier to track information by specific route.Extent:All principal arterials, minor arterials, and the entire NHS.Functional SystemNHS: Rural = FE; Urban = FEIH: Rural = FE; Urban = FEOFE: Rural = FE; Urban = FEOPA: Rural = FE; Urban = FEMiA: Rural = FE; Urban = FEMaC: Rural = ; Urban = MiC: Rural = ; Urban = Local: Rural = ; Urban = FE = Full ExtentItem 18: Route_Signing (Route Signing) Description:The type of route signing. Use:For tracking information by specific route; used in conjunction with Data Item 19 (Route Qualifier).Extent:All principal arterials, minor arterials, and the entire NHS. Functional SystemNHS: Rural = FE; Urban = FEIH: Rural = FE; Urban = FEOFE: Rural = FE; Urban = FEOPA: Rural = FE; Urban = FEMiA: Rural = FE; Urban = FEMaC: Rural = ; Urban = MiC: Rural = ; Urban = Local: Rural = ; Urban = FE = Full ExtentCode & Description1 - Not Signed2 - Interstate3 - U.S.4 - State5 - Off-Interstate Business Marker6 - County7 - Township8 - Municipal9 - Parkway Marker or Forest Route Marker10 - None of the AboveItem 19: Route_Qualifier (Route Qualifier) Description:The route signing descriptive qualifier. Use:For tracking information by specific route; used in conjunction with Data Item 18 (Route Signing). Extent:All principal arterials, minor arterials, and the entire NHS. Functional SystemNHS: Rural = FE; Urban = FEIH: Rural = FE; Urban = FEOFE: Rural = FE; Urban = FEOPA: Rural = FE; Urban = FEMiA: Rural = FE; Urban = FEMaC: Rural = ; Urban = MiC: Rural = ; Urban = Local: Rural = ; Urban = FE = Full ExtentCodes & Descriptions1 - No Qualifier or Not Signed2 - Alternate3 - Business Route4 - Bypass Business5 - Spur6 - Loop7 - Proposed8 - Temporary9 - Truck Route10 - None of the AboveItem 20: Alternative_Route_Name (Alternative Route Name) Description:A familiar, non-numeric designation for a route. Use:For tracking information by specific route; used in conjunction with Data Items 18 and 19 (Route Signing and Route Qualifier).Extent:Optional for principal arterial, minor arterial, and NHS sections where this situation exists. Functional SystemNHS: Rural = FE; Urban = FEIH: Rural = FE; Urban = FEOFE: Rural = FE; Urban = FEOPA: Rural = FE; Urban = FEMiA: Rural = FE; Urban = FEMaC: Rural = ; Urban = MiC: Rural = ; Urban = Local: Rural = ; Urban = FE = Full Extent",Kansas DOT,KS,Kansas,Open data,,99,24,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/22,,
Kansas Bike Routes Complete Rail-Trail,Complete Rail-Trail,bike,,Kansas DOT,KS,Kansas,Open data,,106,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/18,,
Kansas Bike Routes Rail-Trail Projects,Rail-Trail Projects,bike,,Kansas DOT,KS,Kansas,Open data,,47,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/19,,
Kansas Bike Routes Proposed Trail,Proposed Trail,bike,,Kansas DOT,KS,Kansas,Open data,,34,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/20,,
Kansas Bike Routes Low Rail Use Line,Low Rail Use Line,bike,,Kansas DOT,KS,Kansas,Open data,,26,11,,https://kanplan.ksdot.gov/arcgis_web_adaptor/rest/services/Bike/Designated_and_Priority_Bicycle_Routes/MapServer/21,,
Kansas Sidewalk Polygons,Sidewalks,pedestrian,,Kansas DOT,KS,Kansas,Open data,2024,19327,20,https://hub.kansasgis.org/datasets/KSDOT::sidewalks-mobile-lidar-2023/about,https://services1.arcgis.com/q2CglofYX6ACNEeu/arcgis/rest/services/Sidewalks_2023/FeatureServer/2,,
Kentucky Sidewalk or Ramp Obstructions,Sidewalk or Ramp Obstructions,pedestrian,Sidewalk or Ramp Obstructions,Kentucky DOT,KY,Kentucky,Open data,2020,51752,13,https://maps.kytc.ky.gov/adatransitionplan/,https://services2.arcgis.com/CcI36Pduqd0OR4W9/ArcGIS/rest/services/Sidewalk_or_Ramp_Obstructions/FeatureServer/0,,
Kentucky Multi-Use Paths,Ky_KYTC_MultiUse_Paths_WM,both,,Kentucky DOT,KY,Kentucky,Open data,2025,772,19,https://opengisdata.ky.gov/datasets/kygeonet::kytc-multi-use-paths/about,https://services3.arcgis.com/ghsX9CKghMvyYjBU/arcgis/rest/services/KYTC_Multi_Use_Paths/FeatureServer/0,,
Kentucky Bicycle Routes,Bicycle Routes,bike,,Kentucky DOT,KY,Kentucky,Open data,,1346,14,https://opengisdata.ky.gov/maps/598c70127a7348aa9bd184992b420524/about,https://kygisserver.ky.gov/arcgis/rest/services/WGS84WM_Services/Ky_Bicycle_Routes_WGS84WM/MapServer/0,,
Louisiana Sidewalk Inside,Sidewalk Inside,pedestrian,,Louisiana DOT,LA,Louisiana,Open data,,2753,26,https://data-ladotd.opendata.arcgis.com/datasets/LADOTD::sidewalk-inside/about,https://maps.dotd.la.gov/road/rest/services/Roads_and_Highways_OpenData/FeatureServer/97,,
Louisiana Sidewalk Outside,Sidewalk Outside,pedestrian,,Louisiana DOT,LA,Louisiana,Open data,,100825,26,https://data-ladotd.opendata.arcgis.com/datasets/LADOTD::sidewalk-outside/about,https://maps.dotd.la.gov/road/rest/services/Roads_and_Highways_OpenData/FeatureServer/98,,
Maryland Bike Spine,MDOT SHA Bike Spine,bike,SHA_LINE_BikeRoutesTrails_MD_2019,MDOT,MD,Maryland,Open data,2019,10894,11,https://data-maryland.opendata.arcgis.com/datasets/maryland::mdot-sha-bike-spine-2/about,https://services.arcgis.com/njFNhDsUCentVYJW/arcgis/rest/services/MDOT_SHA_Bike_Routes_and_Trails/FeatureServer/0,,
Oklahoma ADA Compliance Ramps,Ramps,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2024,26784,83,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/0,,
Oklahoma ADA Compliance Intersection,Intersections,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2023,7134,72,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/1,,
Oklahoma ADA Compliance Sidewalk 1,Sidewalk 1,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2017,1416,10,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/8,,
Oklahoma ADA Compliance Sidewalk 2,Sidewalk 2,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2025,63053,20,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/9,,
Oklahoma ADA Compliance Sidewalk 3,Sidewalk 3,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2024,24230,28,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/10,,
Oklahoma ADA Compliance Sidewalk 4,Sidewalk 4,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2024,54,8,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/11,,
Oklahoma ADA Compliance Driveways,Driveways,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2024,14651,19,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/12,,
Oklahoma ADA Compliance Street Crossings,StreetCrossings,pedestrian,,Oklahoma DOT,OK,Oklahoma,Open Data,2024,5922,15,https://oklahoma.gov/odot/business-center/contract-compliance/ada/self-evaluation-and-transition-plan.html,https://services6.arcgis.com/RBtoEUQ2lmN0K3GY/arcgis/rest/services/ADA_Compliance/FeatureServer/13,,
Philadelphia Bike Lanes,Bike_Network,bike,"The City of Philadelphia has migrated metadata for this data set to the City-wide Metadata Catalog. For any questions about the migration and administration of the Metadata Catalog, please contact maps@phila.gov. To view the metadata for this layer, please visit: http://metadata.phila.gov/#home/datasetdetails/5543867620583086178c4f44/representationdetails/55438ac89b989a05172d0d77/",City of Philadelphia,PA,"Philadelphia, PA",Open data,2025,5225,8,https://metadata.phila.gov/index.html#home/datasetdetails/5543867620583086178c4f44/,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Bike_Network/FeatureServer/0,,
Philadelphia Complete Streets,CompleteStreets,both,,City of Philadelphia,PA,"Philadelphia, PA",Open data,2025,40659,28,https://metadata.phila.gov/index.html#home/datasetdetails/5543867320583086178c4f34/representationdetails/55438ac09b989a05172d0d6a/,https://services.arcgis.com/fLeGjb7u4uXqeF9q/ArcGIS/rest/services/CompleteStreetsTypesStndrds/FeatureServer/0,,
Philadelphia Existing Trails,Existing_Trails,both,,City of Philadelphia,PA,"Philadelphia, PA",Open data,2025,67,12,https://metadata.phila.gov/index.html#home/datasetdetails/562799b5897abe296aa188a5/,https://services.arcgis.com/fLeGjb7u4uXqeF9q/arcgis/rest/services/Existing_Trails/FeatureServer/0,,
Massachusetts Bike Inventory REST,Bike Inventory,bike,,,MA,Massachusetts,Open data,,26164,46,https://geodot-massdot.hub.arcgis.com/datasets/MassDOT::bike-inventory-current/about,https://gis.massdot.state.ma.us/arcgis/rest/services/Multimodal/BikeInventory/FeatureServer/0,,
Nevada Accessibility Ramp,Ramp,pedestrian,,Nevada DOT,NV,,Open data,,12865,36,https://ndot.maps.arcgis.com/home/item.html?id=0202ae8a996a4715b9da2fe1b2e2548e,https://gis.dot.nv.gov/arcgis/rest/services/ArcGISOnline/ADA_ROW_Inventory/MapServer/0,,
Nevada Accessibility Missing Feature,Missing Feature,pedestrian,The MissingFeature Dataset displays detailed information about the impediments in public access right of way.,Nevada DOT,NV,,Open data,,952,15,https://ndot.maps.arcgis.com/home/item.html?id=0202ae8a996a4715b9da2fe1b2e2548e,https://gis.dot.nv.gov/arcgis/rest/services/ArcGISOnline/ADA_ROW_Inventory/MapServer/2,,
Nevada Accessibility Discontinuities,Discontinuities,pedestrian,The Discontinuities dataset displays detailed information about vertical or horizontal gaps in the public access right of way.,Nevada DOT,NV,,Open data,,4640,22,https://ndot.maps.arcgis.com/home/item.html?id=0202ae8a996a4715b9da2fe1b2e2548e,https://gis.dot.nv.gov/arcgis/rest/services/ArcGISOnline/ADA_ROW_Inventory/MapServer/3,,
Nevada Accessibility Pedestrian Push Button,Pedestrian Push Button,pedestrian,The PedestrianPushButton Dataset displays detailed information about ADA PedestrianPushButtons.,Nevada DOT,NV,,Open data,,3979,25,https://ndot.maps.arcgis.com/home/item.html?id=0202ae8a996a4715b9da2fe1b2e2548e,https://gis.dot.nv.gov/arcgis/rest/services/ArcGISOnline/ADA_ROW_Inventory/MapServer/4,,
Nevada Accessibility Narrow Access,Narrow Access,pedestrian,The Narrowaccess Dataset displays detailed information about the impediments in public access right of way.,Nevada DOT,NV,,Open data,,7008,19,https://ndot.maps.arcgis.com/home/item.html?id=0202ae8a996a4715b9da2fe1b2e2548e,https://gis.dot.nv.gov/arcgis/rest/services/ArcGISOnline/ADA_ROW_Inventory/MapServer/5,,
San Jose Sidewalks,Sidewalks,pedestrian,Sidewalk areas along the street or in other public areas.,City of San Jose,CA,"San Jose, CA",Open Data,,49434,11,https://gisdata-csj.opendata.arcgis.com/datasets/CSJ::sidewalk/about,https://geo.sanjoseca.gov/server/rest/services/OPN/OPN_OpenDataService/MapServer/185,,
San Francisco Bikeway Network,MTA Bike Network Linear Features,bike,,San Francisco Municipal Transportation Authority,CA,San Francisco,Open Data,,5441,34,https://www.sfmta.com/maps/san-francisco-bike-network-map,,https://data.sfgov.org/resource/ygmz-vaxd.json,
San Francisco Bicycle Parking,Bicycle Parking Racks,bike,,San Francisco Municipal Transportation Authority,CA,San Francisco,Open Data,2025,6035,25,https://data.sfgov.org/Transportation/Bicycle-Parking-Racks/hn4j-6fx5/about_data,,https://data.sfgov.org/resource/hn4j-6fx5.json,
San Francisco Sidewalk Widths,Sidewalk Widths (2014),pedestrian,,San Francisco Municipal Transportation Authority,CA,San Francisco,Open Data,2014,16174,14,https://data.sfgov.org/Transportation/Sidewalk-Widths-2014-/4g86-grxu/about_data,,https://data.sfgov.org/resource/4g86-grxu.json,
Oakland Bike Parking,Oakland Bike Parking,bike,,"City of Oakland, Bicycle & Pedestrian Program",CA,"Oakland, CA",Open Data,,2351,24,https://data.oaklandca.gov/Infrastructure/Oakland-Bike-Parking/kd2g-wuf6/about_data,,https://data.oaklandca.gov/resource/kd2g-wuf6.json,
Austin Street Network with Bicycle Facilities,TRANSPORTATION_asmp_street_network,bike,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,41630,35,https://data.austintexas.gov/Locations-and-Maps/TRANSPORTATION_asmp_street_network/cr24-n8br/about_data,,https://data.austintexas.gov/resource/cr24-n8br.json,
Austin Sidewalks,Sidewalks,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,2025,351464,62,https://data.austintexas.gov/dataset/Sidewalks/vchz-d9ng/about_data,,https://data.austintexas.gov/resource/vchz-d9ng.json,
Austin Trails Network,TRANSPORTATION_urban_trails_network,both,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,2025,2394,26,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_urban_trails_network/jdwm-wfps/about_data,,https://data.austintexas.gov/resource/jdwm-wfps.json,
Austin Traffic Signal and Pedestrian Signals,Traffic Signals and Pedestrian Signals,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,1303,51,https://data.austintexas.gov/Transportation-and-Mobility/Traffic-Signals-and-Pedestrian-Signals/p53x-x73x/about_data,,https://data.austintexas.gov/resource/p53x-x73x.json,
Austin Bicycle Facilities,TRANSPORTATION_bicycle_facilities,bike,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,3400,14,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_bicycle_facilities/23hw-a95n/about_data,,https://data.austintexas.gov/resource/23hw-a95n.json,
Austin Flashing Beacons,Flashing Beacons,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,184,19,https://data.austintexas.gov/Transportation-and-Mobility/Flashing-Beacons/wczq-5cer/about_data,,https://data.austintexas.gov/resource/wczq-5cer.json,
Austin Sidewalk Condition,Strategic Measure_Sidewalk Condition Data,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,265073,5,https://data.austintexas.gov/City-Infrastructure/Strategic-Measure_Sidewalk-Condition-Data/8e5u-8itq/about_data,,https://data.austintexas.gov/resource/8e5u-8itq.json,
Austin Sidewalk Preventitive Maintenance,Strategic Measure_Preventive Maintenance,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,14029,12,https://data.austintexas.gov/City-Infrastructure/Strategic-Measure_Preventive-Maintenance/d7tv-xtsf/about_data,,https://data.austintexas.gov/resource/d7tv-xtsf.json,
Austin Sidewalks 2006/2007,Completed_Sidewalks_2021_09_30,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,11945,12,https://data.austintexas.gov/Transportation-and-Mobility/Completed_Sidewalks_2021_09_30/6pkw-7frd/about_data,,https://data.austintexas.gov/resource/6pkw-7frd.json,
Austin Street Markings Short,TRANSPORTATION.markings_short_line,other,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,16249,34,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION-markings_short_line/9hak-anfp/about_data,,https://data.austintexas.gov/resource/9hak-anfp.json,
Austin Street Markings Long,TRANSPORTATION_markings_long_line,other,,"City of Austin, Texas – data.austintexas.gov",TX,Austin,Open Data,,9073,29,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_long_line/nxkm-x3yr/about_data,,https://data.austintexas.gov/resource/nxkm-x3yr.json,
Austin Street Markings Specialty Line,TRANSPORTATION_markings_specialty_line,other,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,5857,30,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_specialty_line/rczx-h2ey/about_data,,https://data.austintexas.gov/resource/rczx-h2ey.json,
Austin Street Markings Specialty Point,TRANSPORTATION_markings_specialty_point,other,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,43312,29,https://data.austintexas.gov/Transportation-and-Mobility/TRANSPORTATION_markings_specialty_point/53jy-y8pj/about_data,,https://data.austintexas.gov/resource/53jy-y8pj.json,
Austin Strategic Measure Sidewalk Segment Data,Strategic Measure_Sidewalk Segment Data,pedestrian,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,297475,10,https://data.austintexas.gov/City-Infrastructure/Strategic-Measure_Sidewalk-Segment-Data/apxe-72wn/about_data,,https://data.austintexas.gov/resource/apxe-72wn.json,
Austin Roadway Sign Assets,Roadway Sign Assets,other,,"City of Austin, Texas - data.austintexas.gov",TX,Austin,Open Data,,267811,32,https://data.austintexas.gov/Transportation-and-Mobility/Roadway-Sign-Assets/ggnk-3ykn/about_data,,https://data.austintexas.gov/resource/ggnk-3ykn.json,
Dallas On Street Bike Facilities,Dallas_On-Street_Bike_Facilities,bike,,City of Dallas,TX,Dallas,Open Data,,87,9,https://www.dallasopendata.com/Services/Dallas_On-Street_Bike_Facilities/hbtk-27vs/about_data,,https://www.dallasopendata.com/resource/hbtk-27vs.json,
San Francisco Bikeway Network Point Features,San Francisco Bikeway Network Point Features,bike,,San Francisco Municipal Transportation Authority,CA,San Francisco,Open Data,2025,,,https://data.sfgov.org/Transportation/SFMTA-Bikeway-Network-Point-Features/k6qg-djmi/about_data,,https://data.sfgov.org/resource/k6qg-djmi.json,
